trip_id,start_time,end_time,headway_secs,exact_times
weekend_U4500_U450001_14,23:30:00,23:33:00,3600,0
weekday_U4000_U400002_0,05:30:00,06:00:00,900,0
weekday_U4000_U400002_1,06:20:00,07:00:00,1200,0
weekday_U4000_U400002_2,07:15:00,08:30:00,900,0
weekday_U4000_U400002_3,09:00:00,09:20:00,1200,0
weekday_U4000_U400002_4,09:50:00,10:10:00,600,0
weekday_U4000_U400002_5,10:30:00,11:00:00,600,0
weekday_U4000_U400002_6,11:20:00,12:50:00,1800,0
weekday_U4000_U400002_7,13:05:00,13:50:00,900,0
weekday_U4000_U400002_8,14:00:00,14:10:00,600,0
weekday_U4000_U400002_9,14:30:00,14:50:00,1200,0
weekday_U4000_U400002_10,15:20:00,15:50:00,900,0
weekday_U4000_U400002_11,16:20:00,16:50:00,900,0
weekday_U4000_U400002_12,17:00:00,17:20:00,1200,0
weekday_U4000_U400002_13,17:30:00,18:00:00,900,0
weekday_U4000_U400002_14,18:30:00,20:00:00,900,0
weekday_U4000_U400002_15,20:20:00,22:00:00,1200,0
weekday_U4000_U400002_16,22:15:00,22:30:00,900,0
weekend_U4000_U400002_0,06:00:00,09:00:00,1200,0
weekend_U4000_U400002_1,09:30:00,11:00:00,1800,0
weekend_U4000_U400002_2,11:20:00,13:00:00,1200,0
weekend_U4000_U400002_3,13:30:00,16:00:00,1800,0
weekend_U4000_U400002_4,16:20:00,17:00:00,1200,0
weekend_U4000_U400002_5,17:30:00,18:30:00,1800,0
weekend_U4000_U400002_6,18:45:00,19:00:00,900,0
weekend_U4000_U400002_7,19:30:00,22:30:00,1800,0
weekday_U6500_U650002_0,05:40:00,07:40:00,1200,0
weekday_U6500_U650002_1,08:10:00,09:10:00,1200,0
weekday_U6500_U650002_2,09:40:00,10:40:00,1200,0
weekday_U6500_U650002_3,11:10:00,12:10:00,1200,0
weekday_U6500_U650002_4,12:40:00,13:40:00,1200,0
weekday_U6500_U650002_5,14:10:00,15:10:00,1200,0
weekday_U6500_U650002_6,15:40:00,16:40:00,1200,0
weekday_U6500_U650002_7,17:10:00,18:10:00,1200,0
weekday_U6500_U650002_8,18:40:00,19:30:00,1500,0
weekday_U6500_U650002_9,20:00:00,23:30:00,1800,0
weekend_U6500_U650002_0,05:40:00,06:40:00,1200,0
weekend_U6500_U650002_1,07:15:00,07:50:00,2100,0
weekend_U6500_U650002_2,08:25:00,17:45:00,2100,0
weekend_U6500_U650002_3,18:25:00,19:45:00,2400,0
weekend_U6500_U650002_4,20:30:00,22:00:00,2700,0
weekend_U6500_U650002_5,23:00:00,23:30:00,3600,0
weekday_T5810_T581002_0,06:00:00,23:30:00,1800,0
weekend_T5810_T581002_0,06:00:00,23:30:00,1800,0
weekend_T6000_T600002_0,06:00:00,22:00:00,1800,0
weekend_T6000_T600002_1,22:40:00,24:00:00,2400,0
weekday_U5800_U580002_0,06:00:00,09:30:00,1800,0
weekday_U5800_U580002_1,10:30:00,11:30:00,1800,0
weekday_U5800_U580002_2,12:30:00,14:00:00,1800,0
weekday_U5800_U580002_3,15:00:00,17:00:00,1800,0
weekday_U5800_U580002_4,18:00:00,19:00:00,1800,0
weekday_U5800_U580002_5,20:00:00,21:00:00,1800,0
weekday_U5800_U580002_6,22:00:00,22:03:00,3600,0
weekend_U5800_U580002_0,06:00:00,07:00:00,1800,0
weekend_U5800_U580002_1,07:30:00,08:30:00,1800,0
weekend_U5800_U580002_2,09:20:00,09:21:00,3000,0
weekend_U5800_U580002_3,09:50:00,10:50:00,1800,0
weekend_U5800_U580002_4,11:40:00,11:41:00,3000,0
weekend_U5800_U580002_5,12:10:00,13:10:00,1800,0
weekend_U5800_U580002_6,14:00:00,14:01:00,3000,0
weekend_U5800_U580002_7,14:30:00,15:30:00,1800,0
weekend_U5800_U580002_8,16:20:00,16:21:00,3000,0
weekend_U5800_U580002_9,16:50:00,17:20:00,1800,0
weekend_U5800_U580002_10,18:00:00,18:01:00,2400,0
weekend_U5800_U580002_11,19:00:00,22:00:00,3600,0
weekend_U6020_U602002_0,05:30:00,22:00:00,1800,0
weekend_U6020_U602002_1,22:40:00,24:00:00,2400,0
weekday_U6020_U602002_0,05:30:00,22:00:00,1800,0
weekday_U6020_U602002_1,22:40:00,24:00:00,2400,0
weekday_T6000_T600002_0,06:00:00,22:00:00,1800,0
weekday_T6000_T600002_1,22:40:00,24:00:00,2400,0
weekend_T4500_T450002_0,06:00:00,07:00:00,1800,0
weekend_T4500_T450002_1,07:40:00,13:00:00,2400,0
weekend_T4500_T450002_2,13:45:00,21:15:00,2700,0
weekend_T4500_T450002_3,22:00:00,22:01:00,2700,0
weekday_T4500_T450002_0,06:00:00,07:00:00,1800,0
weekday_T4500_T450002_1,07:40:00,13:00:00,2400,0
weekday_T4500_T450002_2,13:45:00,22:00:00,2700,0
weekend_U6400_U640002_0,05:30:00,06:00:00,900,0
weekend_U6400_U640001_0,06:10:00,06:50:00,900,0
weekend_U6400_U640002_1,06:15:00,06:30:00,900,0
weekend_U6400_U640001_1,07:05:00,07:20:00,900,0
weekend_U6400_U640002_2,06:50:00,08:30:00,1200,0
weekend_U6400_U640001_2,07:40:00,09:20:00,1200,0
weekend_U6400_U640002_3,09:00:00,10:40:00,1200,0
weekend_U6400_U640001_3,09:50:00,11:30:00,1200,0
weekend_U6400_U640002_4,11:10:00,12:50:00,1200,0
weekend_U6400_U640001_4,12:00:00,13:40:00,1200,0
weekend_U6400_U640002_5,13:20:00,13:40:00,1200,0
weekend_U6400_U640001_5,14:10:00,14:35:00,1200,0
weekend_U6400_U640002_6,14:00:00,15:00:00,1200,0
weekend_U6400_U640001_6,14:55:00,15:55:00,1200,0
weekend_U6400_U640002_7,15:30:00,16:30:00,1200,0
weekend_U6400_U640001_7,16:25:00,17:25:00,1200,0
weekend_U6400_U640002_8,17:00:00,18:30:00,1800,0
weekend_U6400_U640001_8,17:50:00,19:20:00,1800,0
weekend_U6400_U640002_9,18:45:00,19:00:00,900,0
weekend_U6400_U640001_9,19:35:00,19:55:00,900,0
weekend_U6400_U640002_10,19:15:00,19:30:00,900,0
weekend_U6400_U640001_10,20:10:00,20:25:00,900,0
weekend_U6400_U640002_11,20:00:00,20:30:00,1800,0
weekend_U6400_U640001_11,20:55:00,21:25:00,1800,0
weekend_U6400_U640002_12,20:45:00,21:30:00,900,0
weekend_U6400_U640001_12,21:40:00,22:25:00,900,0
weekend_U6400_U640002_13,22:00:00,22:03:00,900,0
weekend_U6400_U640001_13,22:55:00,22:58:00,900,0
weekday_U6400_U640002_0,05:30:00,05:50:00,600,0
weekday_U6400_U640001_0,06:10:00,06:30:00,600,0
weekday_U6400_U640002_1,06:00:00,06:10:00,600,0
weekday_U6400_U640001_1,06:50:00,07:00:00,600,0
weekday_U6400_U640002_2,06:20:00,06:30:00,600,0
weekday_U6400_U640001_2,07:15:00,07:25:00,600,0
weekday_U6400_U640002_3,06:40:00,07:00:00,600,0
weekday_U6400_U640001_3,07:40:00,08:00:00,600,0
weekday_U6400_U640002_4,07:15:00,09:00:00,900,0
weekday_U6400_U640001_4,08:15:00,10:00:00,900,0
weekday_U6400_U640002_5,09:15:00,16:30:00,900,0
weekday_U6400_U640001_5,10:10:00,17:25:00,900,0
weekday_U6400_U640002_6,16:45:00,18:00:00,900,0
weekday_U6400_U640001_6,17:45:00,19:00:00,900,0
weekday_U6400_U640002_7,18:15:00,20:00:00,900,0
weekday_U6400_U640001_7,19:10:00,20:55:00,900,0
weekday_U6400_U640002_8,20:15:00,20:30:00,900,0
weekday_U6400_U640001_8,21:15:00,21:30:00,900,0
weekday_U6400_U640002_9,20:50:00,22:30:00,1200,0
weekday_U6400_U640001_9,21:50:00,23:30:00,1200,0
weekday_U2200_U220002_0,05:30:00,06:00:00,1800,0
weekday_U2200_U220001_0,06:30:00,07:14:00,1800,0
weekday_U2200_U220002_1,06:25:00,06:50:00,1500,0
weekday_U2200_U220001_1,08:01:00,08:36:00,1500,0
weekday_U2200_U220002_2,07:15:00,07:45:00,1800,0
weekday_U2200_U220001_2,09:01:00,09:31:00,1800,0
weekday_U2200_U220002_3,08:15:00,09:15:00,1800,0
weekday_U2200_U220001_3,09:46:00,10:46:00,1800,0
weekday_U2200_U220002_4,09:45:00,15:15:00,1800,0
weekday_U2200_U220001_4,11:09:00,16:39:00,1800,0
weekday_U2200_U220002_5,15:45:00,17:15:00,1800,0
weekday_U2200_U220001_5,17:17:00,18:47:00,1800,0
weekday_U2200_U220002_6,17:55:00,19:15:00,2400,0
weekday_U2200_U220001_6,19:27:00,20:47:00,2400,0
weekday_U2200_U220002_7,20:00:00,21:00:00,1800,0
weekday_U2200_U220001_7,21:32:00,22:32:00,1800,0
weekday_U2200_U220002_8,21:30:00,22:00:00,1800,0
weekday_U2200_U220001_8,22:54:00,23:24:00,1800,0
weekday_U2200_U220002_9,22:30:00,22:33:00,1800,0
weekday_U2200_U220001_9,23:34:00,23:37:00,1800,0
weekday_U7720_U772002_0,05:30:00,06:00:00,1800,0
weekday_U7720_U772001_0,07:00:00,07:30:00,1800,0
weekday_U7720_U772002_1,06:15:00,06:30:00,900,0
weekday_U7720_U772001_1,08:00:00,08:30:00,900,0
weekday_U7720_U772002_2,06:45:00,07:00:00,900,0
weekday_U7720_U772001_2,08:45:00,09:00:00,900,0
weekday_U7720_U772002_3,07:20:00,08:00:00,1200,0
weekday_U7720_U772001_3,09:30:00,10:10:00,1200,0
weekday_U7720_U772002_4,08:30:00,09:30:00,1800,0
weekday_U7720_U772001_4,10:30:00,11:10:00,1800,0
weekday_U7720_U772002_5,10:00:00,11:00:00,1200,0
weekday_U7720_U772001_5,11:40:00,12:40:00,1200,0
weekday_U7720_U772002_6,11:30:00,11:33:00,1800,0
weekday_U7720_U772001_6,13:00:00,13:03:00,1800,0
weekday_U7720_U772002_7,12:00:00,12:20:00,1200,0
weekday_U7720_U772001_7,13:30:00,14:00:00,1200,0
weekday_U7720_U772002_8,12:40:00,13:00:00,1200,0
weekday_U7720_U772001_8,14:10:00,14:30:00,1200,0
weekday_U7720_U772002_9,13:30:00,14:00:00,1800,0
weekday_U7720_U772001_9,15:00:00,15:40:00,1800,0
weekday_U7720_U772002_10,14:30:00,15:00:00,1800,0
weekday_U7720_U772001_10,16:10:00,16:30:00,1800,0
weekday_U7720_U772002_11,15:20:00,16:00:00,1200,0
weekday_U7720_U772001_11,16:50:00,17:30:00,1200,0
weekday_U7720_U772002_12,16:20:00,17:00:00,1200,0
weekday_U7720_U772001_12,18:00:00,19:00:00,1200,0
weekday_U7720_U772002_13,17:30:00,18:00:00,1800,0
weekday_U7720_U772001_13,19:30:00,20:00:00,1800,0
weekday_U7720_U772002_14,18:40:00,20:00:00,2400,0
weekday_U7720_U772001_14,20:30:00,21:30:00,2400,0
weekday_U7720_U772002_15,21:00:00,22:00:00,3600,0
weekday_U7720_U772001_15,22:30:00,23:30:00,3600,0
weekday_U7720_U772001_16,06:00:00,06:30:00,1800,0
weekend_U7720_U772002_0,05:30:00,05:50:00,1200,0
weekend_U7720_U772001_0,06:45:00,07:05:00,1200,0
weekend_U7720_U772002_1,06:10:00,06:35:00,1500,0
weekend_U7720_U772001_1,07:35:00,08:00:00,1500,0
weekend_U7720_U772002_2,07:00:00,09:00:00,1800,0
weekend_U7720_U772001_2,08:30:00,10:30:00,1800,0
weekend_U7720_U772002_3,09:30:00,12:00:00,1800,0
weekend_U7720_U772001_3,11:10:00,13:40:00,1800,0
weekend_U7720_U772002_4,12:35:00,13:10:00,2100,0
weekend_U7720_U772001_4,14:20:00,14:55:00,2100,0
weekend_U7720_U772002_5,13:45:00,15:30:00,2100,0
weekend_U7720_U772001_5,15:35:00,17:20:00,2100,0
weekend_U7720_U772002_6,16:00:00,16:30:00,1800,0
weekend_U7720_U772001_6,17:50:00,18:20:00,1800,0
weekend_U7720_U772002_7,17:00:00,17:40:00,2400,0
weekend_U7720_U772001_7,18:40:00,19:10:00,2400,0
weekend_U7720_U772002_8,18:20:00,21:00:00,2400,0
weekend_U7720_U772001_8,19:50:00,22:30:00,2400,0
weekend_U7720_U772002_9,22:00:00,22:03:00,3600,0
weekend_U7720_U772001_9,23:30:00,23:33:00,3600,0
weekend_U7720_U772001_10,06:00:00,06:03:00,2700,0
weekday_U7800_U780002_0,05:30:00,06:00:00,1800,0
weekday_U7800_U780001_0,07:00:00,07:50:00,1800,0
weekday_U7800_U780002_1,06:40:00,12:00:00,2400,0
weekday_U7800_U780001_1,08:40:00,14:00:00,2400,0
weekday_U7800_U780002_2,12:45:00,15:45:00,2700,0
weekday_U7800_U780001_2,14:45:00,17:45:00,2700,0
weekday_U7800_U780002_3,16:30:00,17:30:00,3600,0
weekday_U7800_U780001_3,19:11:00,20:11:00,3600,0
weekday_U7800_U780002_4,18:30:00,19:30:00,3600,0
weekday_U7800_U780001_4,20:51:00,21:31:00,3600,0
weekday_U7800_U780002_5,20:45:00,22:00:00,4500,0
weekday_U7800_U780001_5,22:16:00,23:31:00,4500,0
weekday_U7800_U780001_6,06:00:00,06:30:00,1800,0
weekend_U7800_U780002_0,05:30:00,06:00:00,1800,0
weekend_U7800_U780001_0,07:00:00,07:30:00,1800,0
weekend_U7800_U780002_1,06:30:00,07:00:00,1800,0
weekend_U7800_U780001_1,08:20:00,09:00:00,1800,0
weekend_U7800_U780002_2,07:30:00,08:00:00,1800,0
weekend_U7800_U780001_2,09:30:00,10:00:00,1800,0
weekend_U7800_U780002_3,08:35:00,10:20:00,2100,0
weekend_U7800_U780001_3,10:35:00,12:20:00,2100,0
weekend_U7800_U780002_4,11:00:00,13:00:00,2400,0
weekend_U7800_U780001_4,13:00:00,15:00:00,2400,0
weekend_U7800_U780002_5,13:35:00,16:30:00,2100,0
weekend_U7800_U780001_5,15:35:00,18:30:00,2100,0
weekend_U7800_U780002_6,17:10:00,18:30:00,2400,0
weekend_U7800_U780001_6,19:10:00,20:30:00,2400,0
weekend_U7800_U780002_7,19:05:00,20:00:00,3300,0
weekend_U7800_U780001_7,21:05:00,21:50:00,3300,0
weekend_U7800_U780002_8,21:00:00,22:00:00,3600,0
weekend_U7800_U780001_8,22:40:00,23:30:00,3600,0
weekend_U7800_U780001_9,06:00:00,06:03:00,3600,0
weekday_T2000_T200002_0,06:00:00,23:00:00,1800,0
weekend_T2000_T200002_0,06:00:00,23:00:00,1800,0
weekday_T2020_T202002_0,07:00:00,09:00:00,2400,0
weekday_T2020_T202002_1,09:45:00,18:00:00,2700,0
weekday_T2020_T202002_2,18:50:00,23:00:00,3000,0
weekend_T2020_T202002_0,07:00:00,09:00:00,2400,0
weekend_T2020_T202002_1,09:45:00,18:00:00,2700,0
weekend_T2020_T202002_2,18:50:00,23:00:00,3000,0
weekday_T2500_T250002_0,06:00:00,07:00:00,1800,0
weekday_T2500_T250002_1,07:15:00,10:00:00,900,0
weekday_T2500_T250002_2,10:20:00,17:00:00,1200,0
weekday_T2500_T250002_3,17:25:00,22:00:00,1500,0
weekday_T2500_T250002_4,22:30:00,23:00:00,1800,0
weekend_T2500_T250002_0,06:00:00,07:00:00,1800,0
weekend_T2500_T250002_1,07:25:00,09:30:00,1500,0
weekend_T2500_T250002_2,10:00:00,23:00:00,1800,0
weekday_T2510_T251002_0,05:40:00,06:00:00,1200,0
weekday_T2510_T251002_1,06:30:00,08:00:00,1800,0
weekday_T2510_T251002_2,08:40:00,22:40:00,2400,0
weekday_T2510_T251002_3,23:30:00,23:33:00,3000,0
weekend_T2510_T251002_0,05:40:00,06:00:00,1200,0
weekend_T2510_T251002_1,06:30:00,08:00:00,1800,0
weekend_T2510_T251002_2,08:40:00,22:40:00,2400,0
weekend_T2510_T251002_3,23:30:00,23:33:00,3000,0
weekday_U8510_U851002_0,06:30:00,10:30:00,1800,0
weekday_U8510_U851002_1,11:15:00,12:00:00,2700,0
weekday_U8510_U851002_2,12:50:00,15:20:00,3000,0
weekday_U8510_U851002_3,16:00:00,16:40:00,2400,0
weekday_U8510_U851002_4,17:15:00,18:10:00,3300,0
weekday_U8510_U851002_5,18:45:00,18:48:00,2100,0
weekday_U2020_U202002_0,05:00:00,05:15:00,900,0
weekday_U2020_U202001_0,06:00:00,06:25:00,900,0
weekday_U2020_U202002_1,05:30:00,05:45:00,900,0
weekday_U2020_U202001_1,06:40:00,07:00:00,900,0
weekday_U2020_U202002_2,06:00:00,06:30:00,900,0
weekday_U2020_U202001_2,07:15:00,08:05:00,900,0
weekday_U2020_U202002_3,06:45:00,07:00:00,900,0
weekday_U2020_U202001_3,08:20:00,08:35:00,900,0
weekday_U2020_U202002_4,07:15:00,07:30:00,900,0
weekday_U2020_U202001_4,08:50:00,09:21:00,900,0
weekday_U2020_U202002_5,07:45:00,08:00:00,900,0
weekday_U2020_U202001_5,09:25:00,09:40:00,900,0
weekday_U2020_U202002_6,08:20:00,08:40:00,1200,0
weekday_U2020_U202001_6,09:50:00,10:10:00,1200,0
weekday_U2020_U202002_7,09:00:00,12:00:00,1200,0
weekday_U2020_U202001_7,10:20:00,13:20:00,1200,0
weekday_U2020_U202002_8,12:15:00,13:00:00,900,0
weekday_U2020_U202001_8,13:35:00,14:20:00,900,0
weekday_U2020_U202002_9,13:20:00,17:00:00,1200,0
weekday_U2020_U202001_9,14:40:00,18:20:00,1200,0
weekday_U2020_U202002_10,17:20:00,18:40:00,1200,0
weekday_U2020_U202001_10,18:50:00,20:10:00,1200,0
weekday_U2020_U202002_11,19:05:00,20:20:00,1500,0
weekday_U2020_U202001_11,20:35:00,21:50:00,1500,0
weekday_U2020_U202002_12,20:40:00,21:00:00,1200,0
weekday_U2020_U202001_12,22:10:00,22:20:00,1200,0
weekday_U2020_U202002_13,21:20:00,21:40:00,1200,0
weekday_U2020_U202001_13,22:40:00,22:55:00,1200,0
weekday_U2020_U202002_14,22:00:00,23:00:00,1200,0
weekday_U2020_U202001_14,23:00:00,24:00:00,1200,0
weekend_U2000_U200002_0,05:30:00,05:50:00,1200,0
weekend_U2000_U200002_1,06:15:00,09:10:00,1500,0
weekend_U2000_U200002_2,09:30:00,10:30:00,1200,0
weekend_U2000_U200002_3,10:55:00,11:45:00,1500,0
weekend_U2000_U200002_4,12:05:00,13:05:00,1200,0
weekend_U2000_U200002_5,13:30:00,14:20:00,1500,0
weekend_U2000_U200002_6,14:40:00,15:40:00,1200,0
weekend_U2000_U200002_7,16:05:00,17:20:00,1500,0
weekend_U2000_U200002_8,17:40:00,18:00:00,1200,0
weekend_U2000_U200002_9,18:25:00,20:30:00,1500,0
weekend_U2000_U200002_10,21:00:00,22:00:00,1800,0
weekend_U1700_U170002_0,05:30:00,06:00:00,1800,0
weekend_U1700_U170002_1,06:40:00,09:20:00,2400,0
weekend_U1700_U170002_2,09:55:00,16:20:00,2100,0
weekend_U1700_U170002_3,16:55:00,19:15:00,2100,0
weekend_U1700_U170002_4,20:00:00,23:00:00,2700,0
weekend_T7158_T715802_0,07:00:00,17:30:00,5400,0
weekend_T7158_T715801_0,07:30:00,18:00:00,5400,0
weekend_T7158_T715802_1,19:00:00,20:30:00,5400,0
weekend_T7158_T715801_1,19:30:00,21:00:00,5400,0
weekday_T7158_T715802_0,07:00:00,17:30:00,5400,0
weekday_T7158_T715801_0,07:30:00,18:00:00,5400,0
weekday_T7158_T715802_1,19:00:00,20:30:00,5400,0
weekday_T7158_T715801_1,19:30:00,21:00:00,5400,0
weekday_U2500_U250002_0,05:20:00,05:40:00,1200,0
weekday_U2500_U250001_0,05:53:00,06:21:00,1200,0
weekday_U2500_U250002_1,05:50:00,06:00:00,600,0
weekday_U2500_U250001_1,06:31:00,06:43:00,600,0
weekday_U2500_U250002_2,06:05:00,06:10:00,300,0
weekday_U2500_U250001_2,06:48:00,06:53:00,300,0
weekday_U2500_U250002_3,06:15:00,06:40:00,300,0
weekday_U2500_U250001_3,07:03:00,07:28:00,300,0
weekday_U2500_U250002_4,06:47:00,06:54:00,420,0
weekday_U2500_U250001_4,07:35:00,07:47:00,420,0
weekday_U2500_U250002_5,07:01:00,07:08:00,420,0
weekday_U2500_U250001_5,07:54:00,08:11:00,420,0
weekday_U2500_U250002_6,07:15:00,08:00:00,300,0
weekday_U2500_U250001_6,08:18:00,09:03:00,300,0
weekday_U2500_U250002_7,08:07:00,08:42:00,420,0
weekday_U2500_U250001_7,09:10:00,09:45:00,420,0
weekday_U2500_U250002_8,08:50:00,09:00:00,600,0
weekday_U2500_U250001_8,09:53:00,10:00:00,600,0
weekday_U2500_U250002_9,09:10:00,10:10:00,600,0
weekday_U2500_U250001_9,10:06:00,11:06:00,600,0
weekday_U2500_U250002_10,10:17:00,15:39:00,420,0
weekday_U2500_U250001_10,11:13:00,16:35:00,420,0
weekday_U2500_U250002_11,15:46:00,15:49:00,420,0
weekday_U2500_U250002_12,15:53:00,15:56:00,420,0
weekday_U2500_U250001_12,16:49:00,16:52:00,420,0
weekday_U2500_U250002_13,16:00:00,16:03:00,420,0
weekday_U2500_U250002_14,16:07:00,16:10:00,420,0
weekday_U2500_U250001_14,17:03:00,17:06:00,420,0
weekday_U2500_U250002_15,16:14:00,16:17:00,420,0
weekday_U2500_U250002_16,16:21:00,16:24:00,420,0
weekday_U2500_U250001_16,17:17:00,17:20:00,420,0
weekday_U2500_U250002_17,16:28:00,16:31:00,420,0
weekday_U2500_U250002_18,16:35:00,16:38:00,420,0
weekday_U2500_U250001_18,17:38:00,17:41:00,420,0
weekday_U2500_U250002_19,16:42:00,16:45:00,420,0
weekday_U2500_U250002_20,16:49:00,16:52:00,420,0
weekday_U2500_U250001_20,17:52:00,17:55:00,420,0
weekday_U2500_U250002_21,16:56:00,16:59:00,420,0
weekday_U2500_U250002_22,17:03:00,17:52:00,420,0
weekday_U2500_U250001_22,18:06:00,18:55:00,420,0
weekday_U2500_U250002_23,18:00:00,19:30:00,900,0
weekday_U2500_U250001_23,19:03:00,20:33:00,900,0
weekday_U2500_U250002_24,19:45:00,22:00:00,900,0
weekday_U2500_U250001_24,20:38:00,22:53:00,900,0
weekday_U2500_U250002_25,22:15:00,22:30:00,900,0
weekday_U2500_U250001_25,23:03:00,23:18:00,900,0
weekday_U2500_U250002_26,22:45:00,23:00:00,900,0
weekday_U2500_U250001_26,23:28:00,23:43:00,900,0
weekend_T3028_T302802_0,05:30:00,08:30:00,1200,0
weekend_T3028_T302801_0,05:52:00,08:52:00,1200,0
weekend_T3028_T302802_1,09:00:00,12:30:00,1800,0
weekend_T3028_T302801_1,09:22:00,12:52:00,1800,0
weekend_T3028_T302802_2,13:00:00,13:30:00,1800,0
weekend_T3028_T302801_2,13:32:00,13:52:00,1800,0
weekend_T3028_T302802_3,14:00:00,16:30:00,1800,0
weekend_T3028_T302801_3,14:22:00,16:52:00,1800,0
weekend_T3028_T302802_4,16:50:00,18:30:00,1200,0
weekend_T3028_T302801_4,17:12:00,18:52:00,1200,0
weekend_T3028_T302802_5,19:00:00,19:30:00,1800,0
weekend_T3028_T302801_5,19:22:00,20:00:00,1800,0
weekend_T3028_T302802_6,20:00:00,23:00:00,1800,0
weekend_T3028_T302801_6,20:30:00,23:30:00,1800,0
weekday_T3028_T302802_0,05:30:00,08:30:00,1200,0
weekday_T3028_T302801_0,05:52:00,08:52:00,1200,0
weekday_T3028_T302802_1,09:00:00,12:30:00,1800,0
weekday_T3028_T302801_1,09:22:00,12:52:00,1800,0
weekday_T3028_T302802_2,13:00:00,13:30:00,1800,0
weekday_T3028_T302801_2,13:32:00,13:52:00,1800,0
weekday_T3028_T302802_3,14:00:00,16:30:00,1800,0
weekday_T3028_T302801_3,14:22:00,16:52:00,1800,0
weekday_T3028_T302802_4,16:50:00,18:30:00,1200,0
weekday_T3028_T302801_4,17:12:00,18:52:00,1200,0
weekday_T3028_T302802_5,19:00:00,19:30:00,1800,0
weekday_T3028_T302801_5,19:22:00,20:00:00,1800,0
weekday_T3028_T302802_6,20:00:00,23:00:00,1800,0
weekday_T3028_T302801_6,20:30:00,23:30:00,1800,0
weekend_T3008_T300802_0,05:30:00,09:30:00,1200,0
weekend_T3008_T300802_1,10:00:00,17:00:00,1800,0
weekend_T3008_T300802_2,17:20:00,19:00:00,1200,0
weekend_T3008_T300802_3,19:30:00,23:00:00,1800,0
weekday_T3008_T300802_0,05:30:00,09:30:00,1200,0
weekday_T3008_T300802_1,10:00:00,17:00:00,1800,0
weekday_T3008_T300802_2,17:20:00,19:00:00,1200,0
weekday_T3008_T300802_3,19:30:00,23:00:00,1800,0
weekday_U4028_U402802_0,05:30:00,07:00:00,2700,0
weekday_U4028_U402802_1,08:00:00,23:00:00,3600,0
weekend_U4028_U402802_0,05:30:00,07:00:00,2700,0
weekend_U4028_U402802_1,08:00:00,23:00:00,3600,0
weekday_T3048_T304802_0,05:40:00,09:20:00,1200,0
weekday_T3048_T304802_1,09:45:00,13:45:00,1800,0
weekday_T3048_T304802_2,14:00:00,14:15:00,900,0
weekday_T3048_T304802_3,14:45:00,16:45:00,1800,0
weekday_T3048_T304802_4,17:10:00,18:30:00,1200,0
weekday_T3048_T304802_5,18:45:00,23:15:00,1800,0
weekday_T3048_T304802_6,23:40:00,23:43:00,1800,0
weekend_T3048_T304802_0,05:40:00,09:00:00,1200,0
weekend_T3048_T304802_1,09:30:00,18:00:00,1800,0
weekend_T3048_T304802_2,18:20:00,19:00:00,1200,0
weekend_T3048_T304802_3,19:30:00,23:00:00,1800,0
weekend_T7800_T780002_0,06:00:00,07:00:00,1200,0
weekend_T7800_T780002_1,07:30:00,23:30:00,1800,0
weekday_T7800_T780002_0,06:00:00,07:00:00,1200,0
weekday_T7800_T780002_1,07:30:00,23:30:00,1800,0
weekend_T7810_T781002_0,06:00:00,07:00:00,1200,0
weekend_T7810_T781002_1,07:30:00,23:30:00,1800,0
weekday_T7810_T781002_0,06:00:00,07:00:00,1200,0
weekday_T7810_T781002_1,07:30:00,23:30:00,1800,0
weekend_T7820_T782002_0,06:00:00,08:00:00,1200,0
weekend_T7820_T782002_1,08:30:00,23:30:00,1800,0
weekday_T7820_T782002_0,06:00:00,08:00:00,1200,0
weekday_T7820_T782002_1,08:30:00,23:30:00,1800,0
weekday_T7890_T789002_0,05:45:00,06:30:00,900,0
weekday_T7890_T789002_1,06:40:00,09:00:00,600,0
weekday_T7890_T789002_2,09:15:00,23:30:00,900,0
weekend_T7890_T789002_0,06:00:00,23:20:00,1200,0
weekday_T7740_T774002_0,06:00:00,06:30:00,1800,0
weekday_T7740_T774002_1,07:15:00,23:00:00,2700,0
weekday_T7740_T774002_2,23:30:00,23:33:00,1800,0
weekend_T7740_T774002_0,06:00:00,06:30:00,1800,0
weekend_T7740_T774002_1,07:15:00,23:00:00,2700,0
weekend_T7740_T774002_2,23:30:00,23:33:00,1800,0
weekday_T7910_T791002_0,06:00:00,23:30:00,1800,0
weekend_T7910_T791002_0,06:00:00,23:30:00,1800,0
weekday_U8210_U821002_0,05:30:00,06:10:00,600,0
weekday_U8210_U821002_1,06:18:00,08:50:00,480,0
weekday_U8210_U821002_2,09:00:00,09:36:00,720,0
weekday_U8210_U821002_3,09:50:00,11:00:00,840,0
weekday_U8210_U821002_4,11:12:00,15:00:00,720,0
weekday_U8210_U821002_5,15:15:00,19:00:00,900,0
weekday_U8210_U821002_6,19:20:00,23:00:00,1200,0
weekday_U8210_U821002_7,23:30:00,23:33:00,1800,0
weekend_U8210_U821002_0,05:30:00,07:30:00,1200,0
weekend_U8210_U821002_1,07:45:00,12:00:00,900,0
weekend_U8210_U821002_2,12:20:00,14:00:00,1200,0
weekend_U8210_U821002_3,14:15:00,15:00:00,900,0
weekend_U8210_U821002_4,15:20:00,18:00:00,1200,0
weekend_U8210_U821002_5,18:25:00,23:00:00,1500,0
weekend_U8210_U821002_6,23:30:00,23:33:00,1800,0
